"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"50259"	"LVA"	"Europe"	"Latvia"	"2021-06-30"	137429	100	50.286	2513	5	2.286	72860.171	53.017	26.66	1332.307	2.651	1.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1144460	656571	544515	12058	6705	60.68	34.81	28.87	3555	NA	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	NA
"50755"	"LBN"	"Asia"	"Lebanon"	"2021-06-30"	544866	161	143	7851	3	2.714	79828.676	23.588	20.951	1150.255	0.44	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1328792	897546	431246	15938	21898	19.47	13.15	6.32	3208	NA	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"51169"	"LSO"	"Africa"	"Lesotho"	"2021-06-30"	11344	0	25.143	329	0	0	5295.362	0	11.737	153.577	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2142252	73.562	22.2	4.506	2.647	2851.153	59.6	405.126	3.94	0.4	53.9	2.117	NA	54.33	0.527	NA
"51641"	"LBR"	"Africa"	"Liberia"	"2021-06-30"	4093	193	118.286	128	1	2.571	809.265	38.16	23.387	25.308	0.198	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5057677	49.127	19.2	3.057	1.756	752.788	38.6	272.509	2.42	1.5	18.1	1.188	0.8	64.1	0.48	NA
"52125"	"LBY"	"Africa"	"Libya"	"2021-06-30"	193474	236	285.429	3193	2	1.429	28156.879	34.346	41.539	464.687	0.291	0.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6871287	3.623	29	4.424	2.816	17881.509	NA	341.862	10.43	NA	NA	NA	3.7	72.91	0.724	NA
"52609"	"LIE"	"Europe"	"Liechtenstein"	"2021-06-30"	3036	2	0.857	59	0	0	79607.73	52.443	22.475	1547.054	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38137	237.012	NA	NA	NA	NA	NA	NA	7.77	NA	NA	NA	2.397	82.49	0.919	NA
"53097"	"LTU"	"Europe"	"Lithuania"	"2021-06-30"	278769	43	34.714	4383	2	1.714	102402.352	15.796	12.752	1610.041	0.735	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	2287254	1241133	1046121	24745	17860	84.02	45.59	38.43	6561	NA	2722291	45.135	43.5	19.002	13.778	29524.265	0.7	342.989	3.67	21.3	38	NA	6.56	75.93	0.882	NA
"53590"	"LUX"	"Europe"	"Luxembourg"	"2021-06-30"	70787	92	34.286	818	0	0	113082.61	146.97	54.772	1306.759	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	542793	338821	203972	7917	5938	86.71	54.13	32.58	9486	NA	625976	231.447	39.7	14.312	9.842	94277.965	0.2	128.275	4.42	20.9	26	NA	4.51	82.25	0.916	NA
"53733"	"MAC"	"Asia"	"Macao"	"2021-06-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	340645	235018	107030	5520	4734	52.46	36.19	16.48	7290	NA	649342	20546.766	39.2	9.798	4.991	104861.851	NA	NA	NA	NA	NA	NA	NA	84.24	NA	NA
"54201"	"MDG"	"Africa"	"Madagascar"	"2021-06-30"	42216	9	7.857	913	2	1.143	1524.538	0.325	0.284	32.971	0.072	0.041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27691019	43.951	19.6	2.929	1.686	1416.44	77.6	405.994	3.94	NA	NA	50.54	0.2	67.04	0.528	NA
"54660"	"MWI"	"Africa"	"Malawi"	"2021-06-30"	36126	229	144.429	1196	2	2.714	1888.452	11.971	7.55	62.52	0.105	0.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19129955	197.519	18.1	2.979	1.783	1095.042	71.4	227.349	3.94	4.4	24.7	8.704	1.3	64.26	0.483	NA
"55183"	"MYS"	"Asia"	"Malaysia"	"2021-06-30"	751979	6276	5853.286	5170	62	76.143	23233.611	193.907	180.847	159.736	1.916	2.353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	8083685	5774667	2309018	258773	218455	24.98	17.84	7.13	6750	NA	32365998	96.254	29.9	6.293	3.407	26808.164	0.1	260.942	16.74	1	42.4	NA	1.9	76.16	0.81	NA
"55663"	"MDV"	"Asia"	"Maldives"	"2021-06-30"	73798	138	190.286	210	0	0.429	136525.931	255.299	352.028	388.499	0	0.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	540542	1454.433	30.6	4.12	2.875	15183.616	NA	164.905	9.19	2.1	55	95.803	NA	78.92	0.74	NA
"56126"	"MLI"	"Africa"	"Mali"	"2021-06-30"	14426	4	5	525	0	0	712.366	0.198	0.247	25.925	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20250834	15.196	16.4	2.519	1.486	2014.306	NA	268.024	2.42	1.6	23	52.232	0.1	59.31	0.434	NA
"56637"	"MLT"	"Europe"	"Malta"	"2021-06-30"	30623	5	4	420	0	0	69355.142	11.324	9.059	951.218	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	441539	1454.037	42.4	19.426	11.324	36513.323	0.2	168.711	8.83	20.9	30.2	NA	4.485	82.53	0.895	NA
"56883"	"MHL"	"Oceania"	"Marshall Islands"	"2021-06-30"	4	0	0	NA	NA	0	67.574	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59194	295.15	NA	NA	NA	3819.202	NA	557.793	30.53	NA	NA	82.502	2.7	73.7	0.704	NA
"57357"	"MRT"	"Africa"	"Mauritania"	"2021-06-30"	20808	61	47.857	489	2	0.857	4475.166	13.119	10.293	105.169	0.43	0.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	161082	152224	8858	NA	2674	3.46	3.27	0.19	575	NA	4649660	4.289	20.3	3.138	1.792	3597.633	6	232.347	2.42	NA	NA	15.95	NA	64.92	0.546	NA
"57827"	"MUS"	"Africa"	"Mauritius"	"2021-06-30"	1833	0	7.714	18	0	0	1441.302	0	6.066	14.154	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1271767	622.962	37.4	10.945	5.884	20292.745	0.5	224.644	22.02	3.2	40.7	NA	3.4	74.99	0.804	NA
"58374"	"MEX"	"North America"	"Mexico"	"2021-06-30"	2519269	6105	4503.143	233047	244	171.429	19539.403	47.35	34.926	1807.508	1.892	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128932753	66.444	29.3	6.857	4.321	17336.469	2.5	152.783	13.06	6.9	21.4	87.847	1.38	75.05	0.779	NA
"58535"	"FSM"	"Oceania"	"Micronesia (country)"	"2021-06-30"	1	0	0	NA	NA	0	8.694	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115021	150.777	23	4.81	2.392	3299.464	16	454.343	12.02	NA	NA	NA	NA	67.88	0.62	NA
"59015"	"MDA"	"Europe"	"Moldova"	"2021-06-30"	256734	65	58.571	6194	3	2.286	63643.122	16.113	14.52	1535.463	0.744	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	716641	446991	269650	9699	8729	17.77	11.08	6.68	2164	NA	4033963	123.655	37.6	10.864	6.955	5189.972	0.2	408.502	5.72	5.9	44.6	86.979	5.8	71.9	0.75	NA
"59503"	"MCO"	"Europe"	"Monaco"	"2021-06-30"	2577	1	2.857	33	0	0	65666.089	25.482	72.805	840.893	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39244	19347.5	NA	NA	NA	NA	NA	NA	5.46	NA	NA	NA	13.8	86.75	NA	NA
"59981"	"MNG"	"Asia"	"Mongolia"	"2021-06-30"	115478	2246	1835.571	563	15	11.571	35225.05	685.113	559.917	171.736	4.576	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3278292	1.98	28.6	4.031	2.421	11840.846	0.5	460.043	4.82	5.5	46.5	71.18	7	69.87	0.737	NA
"60452"	"MNE"	"Europe"	"Montenegro"	"2021-06-30"	100252	22	19.286	1613	3	0.714	159621.184	35.028	30.707	2568.218	4.777	1.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	288860	150545	138315	1207	1317	45.99	23.97	22.02	2097	NA	628062	46.28	39.1	14.762	9.395	16409.288	1	387.305	10.08	44	47.9	NA	3.861	76.88	0.829	NA
"61100"	"MAR"	"Africa"	"Morocco"	"2021-06-30"	531361	776	523.571	9296	4	6	14395.908	21.024	14.185	251.852	0.108	0.163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	19109805	9993673	9116132	NA	122577	51.77	27.08	24.7	3321	NA	36910558	80.08	29.6	6.769	4.209	7485.013	1	419.146	7.14	0.8	47.1	NA	1.1	76.68	0.686	NA
"61566"	"MOZ"	"Africa"	"Mozambique"	"2021-06-30"	76404	576	456.143	878	6	3	2444.503	18.429	14.594	28.091	0.192	0.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31255435	37.728	17.7	3.158	1.87	1136.103	62.9	329.942	3.3	5.1	29.1	12.227	0.7	60.85	0.456	NA
"62027"	"MMR"	"Asia"	"Myanmar"	"2021-06-30"	157277	1580	1050	3334	14	9.286	2890.601	29.039	19.298	61.276	0.257	0.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54409794	81.721	29.1	5.732	3.12	5591.597	6.4	202.104	4.61	6.3	35.2	79.287	0.9	67.13	0.583	NA
"62501"	"NAM"	"Africa"	"Namibia"	"2021-06-30"	89917	3268	1797.714	1521	76	42.429	35387.632	1286.15	707.506	598.603	29.91	16.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2540916	3.078	22	3.552	2.085	9541.808	13.4	243.811	3.94	9.7	34.2	44.6	NA	63.71	0.646	NA
"63107"	"NPL"	"Asia"	"Nepal"	"2021-06-30"	638805	1889	1564.429	9112	41	31.143	21924.33	64.832	53.693	312.732	1.407	1.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3356335	2601316	755019	2240	9611	11.52	8.93	2.59	330	NA	29136808	204.43	25	5.809	3.212	2442.804	15	260.797	7.26	9.5	37.8	47.782	0.3	70.78	0.602	NA
"63597"	"NLD"	"Europe"	"Netherlands"	"2021-06-30"	1712747	647	601.143	18028	0	1.857	99956.796	37.759	35.083	1052.123	0	0.108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	15512950	10042216	6014394	NA	150534	90.53	58.61	35.1	8785	NA	17134873	508.544	43.2	18.779	11.881	48472.545	NA	109.361	5.29	24.4	27.3	NA	3.32	82.28	0.944	NA
"64234"	"NZL"	"Oceania"	"New Zealand"	"2021-06-30"	2743	0	2.714	26	0	0	568.824	0	0.563	5.392	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4822233	18.206	37.9	15.322	9.72	36085.843	NA	128.797	8.08	14.8	17.2	NA	2.61	82.29	0.931	NA
"64703"	"NIC"	"North America"	"Nicaragua"	"2021-06-30"	8178	0	36.857	191	0	0.286	1234.498	0	5.564	28.832	0	0.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6624554	51.667	27.3	5.445	3.519	5321.444	3.2	137.016	11.47	NA	NA	NA	0.9	74.48	0.66	NA
"65171"	"NER"	"Africa"	"Niger"	"2021-06-30"	5489	1	2.429	193	0	0	226.756	0.041	0.1	7.973	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24206636	16.955	15.1	2.553	1.378	926	44.5	238.339	2.42	0.1	15.4	8.978	0.3	62.42	0.394	NA
"65660"	"NGA"	"Africa"	"Nigeria"	"2021-06-30"	167618	75	34.714	2120	0	0.286	813.129	0.364	0.168	10.284	0	0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206139587	209.588	18.1	2.751	1.447	5338.454	NA	181.013	2.42	0.6	10.8	41.949	NA	54.69	0.539	NA
"66677"	"MKD"	"Europe"	"North Macedonia"	"2021-06-30"	155684	2	5.571	5484	0	0.857	74726.646	0.96	2.674	2632.261	0	0.411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2083380	82.6	39.1	13.26	8.16	13111.214	5	322.688	10.08	NA	NA	NA	4.28	75.8	0.774	NA
"67303"	"NOR"	"Europe"	"Norway"	"2021-06-30"	131316	279	196	794	2	0.286	24222.494	51.464	36.154	146.461	0.369	0.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5421242	14.462	39.7	16.821	10.813	64800.057	0.2	114.316	5.31	19.6	20.7	NA	3.6	82.4	0.957	NA
"68319"	"OMN"	"Asia"	"Oman"	"2021-06-30"	268545	2009	1984.143	3100	44	40.571	52587.601	393.411	388.543	607.055	8.616	7.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5106622	14.98	30.7	2.355	1.53	37960.709	NA	266.342	12.61	0.5	15.6	97.4	1.6	77.86	0.813	NA
"68811"	"PAK"	"Asia"	"Pakistan"	"2021-06-30"	958408	1037	934.714	22321	40	30.429	4338.802	4.695	4.232	101.049	0.181	0.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220892331	255.573	23.5	4.495	2.78	5034.708	4	423.031	8.35	2.8	36.7	59.607	0.6	67.27	0.557	NA
"69294"	"PSE"	"Asia"	"Palestine"	"2021-06-30"	314167	316	164.571	3563	2	1.143	61584.274	61.944	32.26	698.434	0.392	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5101416	778.202	20.4	3.043	1.726	4449.898	1	265.91	10.59	NA	NA	NA	NA	74.05	0.708	NA
"69773"	"PAN"	"North America"	"Panama"	"2021-06-30"	403778	1197	1036	6545	9	7.714	93580.466	277.419	240.106	1516.883	2.086	1.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4314768	55.133	29.7	7.918	5.03	22267.037	2.2	128.346	8.33	2.4	9.9	NA	2.3	78.51	0.815	NA
"70241"	"PNG"	"Oceania"	"Papua New Guinea"	"2021-06-30"	17098	0	2.714	173	0	0	1911.026	0	0.303	19.336	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8947027	18.22	22.6	3.808	2.142	3823.194	NA	561.494	17.65	23.5	48.8	NA	NA	64.5	0.555	NA
"70722"	"PRY"	"South America"	"Paraguay"	"2021-06-30"	423282	1693	1666.714	12895	132	131.714	59345.281	237.363	233.678	1807.914	18.507	18.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	660351	526960	133391	2556	4825	9.26	7.39	1.87	676	NA	7132530	17.144	26.5	6.378	3.833	8827.01	1.7	199.128	8.27	5	21.6	79.602	1.3	74.25	0.728	NA
"71264"	"PER"	"South America"	"Peru"	"2021-06-30"	2052065	3950	2637	192331	432	203.571	62236.885	119.799	79.977	5833.189	13.102	6.174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32971846	25.129	29.1	7.151	4.455	12236.706	3.5	85.755	5.95	4.8	NA	NA	1.6	76.74	0.777	NA
"71782"	"PHL"	"Asia"	"Philippines"	"2021-06-30"	1412559	4501	5761	24662	105	104.857	12890.537	41.075	52.573	225.057	0.958	0.957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	10443407	7810469	2632938	207053	196628	9.53	7.13	2.4	1794	NA	109581085	351.873	25.2	4.803	2.661	7599.188	NA	370.437	7.07	7.8	40.8	78.463	1	71.23	0.718	NA
"72273"	"POL"	"Europe"	"Poland"	"2021-06-30"	2879912	101	102.857	75021	16	18.286	76094.329	2.669	2.718	1982.239	0.423	0.483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37846605	124.027	41.8	16.763	10.202	27216.445	NA	227.331	5.91	23.3	33.1	NA	6.62	78.73	0.88	NA
"72767"	"PRT"	"Europe"	"Portugal"	"2021-06-30"	879557	2362	1604.857	17096	4	2.714	86258.927	231.643	157.39	1676.62	0.392	0.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	8699066	5678885	3444900	218727	129452	85.31	55.69	33.78	12695	NA	10196707	112.371	46.2	21.502	14.924	27936.896	0.5	127.842	9.85	16.3	30	NA	3.39	82.05	0.864	NA
"73255"	"QAT"	"Asia"	"Qatar"	"2021-06-30"	222071	118	114	590	2	0.571	77079.617	40.957	39.569	204.786	0.694	0.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3145062	1714847	1430215	36018	31285	109.16	59.52	49.64	10859	NA	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	NA
"73746"	"ROU"	"Europe"	"Romania"	"2021-06-30"	1080792	52	57.571	33786	181	165.714	56180.989	2.703	2.993	1756.241	9.409	8.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	NA
"74263"	"RUS"	"Europe"	"Russia"	"2021-06-30"	5449594	20633	20503.571	132973	659	607.714	37342.75	141.385	140.498	911.183	4.516	4.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	40027944	22691596	17336348	699519	569115	27.43	15.55	11.88	3900	NA	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	NA
"74737"	"RWA"	"Africa"	"Rwanda"	"2021-06-30"	39047	849	826.714	438	7	5.857	3014.698	65.549	63.828	33.817	0.54	0.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"75292"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-06-30"	446	3	7.143	3	0	0	8384.72	56.399	134.284	56.399	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"75766"	"LCA"	"North America"	"Saint Lucia"	"2021-06-30"	5296	4	8.286	84	0	0	28840.76	21.783	45.122	457.444	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	52771	30815	21956	175	173	28.74	16.78	11.96	942	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"76240"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-06-30"	2225	0	2.571	12	0	0	20054.621	0	23.177	108.16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"76465"	"WSM"	"Oceania"	"Samoa"	"2021-06-30"	3	0	0	NA	NA	0	15.12	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"76955"	"SMR"	"Europe"	"San Marino"	"2021-06-30"	5091	0	0.143	90	0	0	150008.84	0	4.209	2651.895	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	NA
"77406"	"STP"	"Africa"	"Sao Tome and Principe"	"2021-06-30"	2366	0	0.429	37	0	0	10795.716	0	1.956	168.826	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219161	212.841	18.7	2.886	2.162	3052.714	32.3	270.113	2.42	NA	NA	41.34	2.9	70.39	0.625	NA
"77892"	"SAU"	"Asia"	"Saudi Arabia"	"2021-06-30"	486106	0	1138.714	7804	0	12.571	13962.999	0	32.709	224.164	0	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	17880870	NA	NA	208927	135395	51.36	NA	NA	3889	NA	34813867	15.322	31.9	3.295	1.845	49045.411	NA	259.538	17.72	1.8	25.4	NA	2.7	75.13	0.854	NA
"78381"	"SEN"	"Africa"	"Senegal"	"2021-06-30"	43128	171	76.857	1166	0	1	2575.739	10.213	4.59	69.637	0	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16743930	82.328	18.7	3.008	1.796	2470.58	38	241.219	2.42	0.4	16.6	20.859	NA	67.94	0.512	NA
"78872"	"SRB"	"Europe"	"Serbia"	"2021-06-30"	716562	104	78	7047	4	4.857	105305.591	15.284	11.463	1035.624	0.588	0.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6804596	80.291	41.2	17.366	NA	14048.881	NA	439.415	10.08	37.7	40.2	97.719	5.609	76	0.806	NA
"79346"	"SYC"	"Africa"	"Seychelles"	"2021-06-30"	15579	0	137	68	0	1.286	158419.768	0	1393.126	691.479	0	13.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98340	208.354	36.2	8.606	5.586	26382.287	1.1	242.648	10.55	7.1	35.7	NA	3.6	73.4	0.796	NA
"79803"	"SLE"	"Africa"	"Sierra Leone"	"2021-06-30"	5575	80	87.429	100	2	2.286	698.886	10.029	10.96	12.536	0.251	0.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7976985	104.7	19.1	2.538	1.285	1390.3	52.2	325.721	2.42	8.8	41.3	19.275	NA	54.7	0.452	NA
