"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"55"	"ARM"	"Asia"	"Armenia"	"2021-03-31"	192639	1148	922.143	3515	18	16.714	65009.716	387.415	311.195	1186.204	6.074	5.641	1.09	NA	NA	NA	NA	NA	NA	NA	NA	6354	853829	288.141	2.144	5203	1.756	0.177	5.6	"tests performed"	565	565	NA	NA	NA	0.02	0.02	NA	NA	NA	2963234	102.931	35.7	11.232	7.571	8787.58	1.8	341.01	7.11	1.5	52.1	94.043	4.2	75.09	0.776	15.77
"56"	"ARM"	"Asia"	"Armenia"	"2021-04-30"	216064	536	564.286	4108	21	17.714	72914.93	180.883	190.429	1386.323	7.087	5.978	0.76	NA	NA	NA	NA	NA	NA	NA	NA	4596	983656	331.954	1.551	4020	1.357	0.14	7.1	"tests performed"	NA	NA	NA	NA	261	NA	NA	NA	88	NA	2963234	102.931	35.7	11.232	7.571	8787.58	1.8	341.01	7.11	1.5	52.1	94.043	4.2	75.09	0.776	51.37
"57"	"ARM"	"Asia"	"Armenia"	"2021-05-31"	222670	34	98.286	4438	6	6.286	75144.251	11.474	33.168	1497.688	2.025	2.121	0.67	NA	NA	NA	NA	NA	NA	NA	NA	2655	1083960	365.803	0.896	3136	1.058	0.031	31.9	"tests performed"	NA	NA	NA	NA	1118	NA	NA	NA	377	NA	2963234	102.931	35.7	11.232	7.571	8787.58	1.8	341.01	7.11	1.5	52.1	94.043	4.2	75.09	0.776	NA
"58"	"ARM"	"Asia"	"Armenia"	"2021-06-30"	225095	128	95	4514	0	1.571	75962.614	43.196	32.06	1523.336	0	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2963234	102.931	35.7	11.232	7.571	8787.58	1.8	341.01	7.11	1.5	52.1	94.043	4.2	75.09	0.776	NA
"59"	"ABW"	"North America"	"Aruba"	"2021-03-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	1278	NA	NA	NA	11970	67.59	106766	584.8	41.2	13.085	7.452	35973.781	NA	NA	11.62	NA	NA	NA	NA	76.29	NA	NA
"60"	"ABW"	"North America"	"Aruba"	"2021-04-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	76865	54306	22559	1019	1274	71.99	50.86	21.13	11933	60.19	106766	584.8	41.2	13.085	7.452	35973.781	NA	NA	11.62	NA	NA	NA	NA	76.29	NA	NA
"61"	"ABW"	"North America"	"Aruba"	"2021-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	114154	63113	51041	NA	628	106.92	59.11	47.81	5882	48.15	106766	584.8	41.2	13.085	7.452	35973.781	NA	NA	11.62	NA	NA	NA	NA	76.29	NA	NA
"62"	"ABW"	"North America"	"Aruba"	"2021-06-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	126979	67750	59229	592	303	118.93	63.46	55.48	2838	NA	106766	584.8	41.2	13.085	7.452	35973.781	NA	NA	11.62	NA	NA	NA	NA	76.29	NA	NA
"69"	"AUS"	"Oceania"	"Australia"	"2021-01-31"	28818	7	5.857	909	0	0	1130.123	0.275	0.23	35.647	0	0	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	12951776	507.915	NA	34023	1.334	0	5808.9	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.83	25499881	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13	16.5	NA	3.84	83.44	0.944	3.66
"70"	"AUS"	"Oceania"	"Australia"	"2021-02-28"	28978	8	6.857	909	0	0	1136.397	0.314	0.269	35.647	0	0	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	14349465	562.727	NA	42237	1.656	0	6159.7	"tests performed"	31894	31894	NA	1894	4556	0.13	0.13	NA	179	50.46	25499881	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13	16.5	NA	3.84	83.44	0.944	6.38
"71"	"AUS"	"Oceania"	"Australia"	"2021-03-31"	29322	18	13.143	909	0	0	1149.888	0.706	0.515	35.647	0	0	1.06	NA	NA	NA	NA	NA	NA	NA	NA	84776	15613220	612.286	3.325	45377	1.779	0	3452.6	"tests performed"	670349	NA	NA	72826	45014	2.63	NA	NA	1765	75.46	25499881	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13	16.5	NA	3.84	83.44	0.944	NA
"72"	"AUS"	"Oceania"	"Australia"	"2021-04-30"	29811	13	22.571	910	0	0	1169.064	0.51	0.885	35.686	0	0	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44432	1.742	0.001	1968.5	"tests performed"	2179544	NA	NA	67259	46278	8.55	NA	NA	1815	54.17	25499881	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13	16.5	NA	3.84	83.44	0.944	NA
"73"	"AUS"	"Oceania"	"Australia"	"2021-05-31"	30118	13	12.714	910	0	0	1181.104	0.51	0.499	35.686	0	0	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	18398692	721.521	NA	72515	2.844	0	5703.6	"tests performed"	4243600	3744363	499237	30701	90078	16.64	14.68	1.96	3532	75.46	25499881	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13	16.5	NA	3.84	83.44	0.944	NA
"74"	"AUS"	"Oceania"	"Australia"	"2021-06-30"	30643	41	34.143	910	0	0	1201.692	1.608	1.339	35.686	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	7645585	6144110	1501475	144885	112187	29.98	24.09	5.89	4400	NA	25499881	3.202	37.9	15.504	10.129	44648.71	0.5	107.791	5.07	13	16.5	NA	3.84	83.44	0.944	NA
"75"	"AUT"	"Europe"	"Austria"	"2021-01-31"	414398	1190	1383.429	7721	18	43.286	46011.503	132.128	153.605	857.279	1.999	4.806	0.92	297	32.977	1387	154.002	NA	NA	NA	NA	69704	9355779	1038.792	7.739	88665	9.845	NA	NA	"tests performed"	261363	239261	22102	1366	6922	2.9	2.66	0.25	769	82.41	9006400	106.749	44.4	19.202	13.748	45436.686	0.7	145.183	6.35	28.4	30.9	NA	7.37	81.54	0.922	11.62
"76"	"AUT"	"Europe"	"Austria"	"2021-02-28"	459440	2123	2009.429	8561	23	25	51012.613	235.721	223.111	950.546	2.554	2.776	1.16	283	31.422	1022	113.475	NA	NA	NA	NA	156014	14907781	1655.243	17.323	225714	25.062	0.009	112.3	"tests performed"	703128	455209	247919	10152	18124	7.81	5.05	2.75	2012	75.93	9006400	106.749	44.4	19.202	13.748	45436.686	0.7	145.183	6.35	28.4	30.9	NA	7.37	81.54	0.922	-8.51
"77"	"AUT"	"Europe"	"Austria"	"2021-03-31"	546229	3687	3280	9339	31	26.857	60648.983	409.376	364.185	1036.929	3.442	2.982	1.01	531	58.958	1787	198.414	NA	NA	NA	NA	358215	23451521	2603.873	39.773	329198	36.552	0.01	100.4	"tests performed"	1713239	1250433	462830	35410	36779	19.02	13.88	5.14	4084	73.15	9006400	106.749	44.4	19.202	13.748	45436.686	0.7	145.183	6.35	28.4	30.9	NA	7.37	81.54	0.922	NA
"78"	"AUT"	"Europe"	"Austria"	"2021-04-30"	618870	2131	2006.714	10205	26	21.429	68714.47	236.61	222.81	1133.083	2.887	2.379	0.84	506	56.182	1154	128.131	NA	NA	NA	NA	303180	31892904	3541.138	33.663	243778	27.067	0.008	121.5	"tests performed"	3193248	2331761	861594	80832	51769	35.46	25.89	9.57	5748	76.85	9006400	106.749	44.4	19.202	13.748	45436.686	0.7	145.183	6.35	28.4	30.9	NA	7.37	81.54	0.922	NA
"79"	"AUT"	"Europe"	"Austria"	"2021-05-31"	644815	229	439.286	10603	7	8	71595.199	25.426	48.775	1177.274	0.777	0.888	0.68	152	16.877	258	28.646	NA	NA	NA	NA	212485	41776209	4638.503	23.593	383855	42.62	0.001	873.8	"tests performed"	5173908	3656831	1557330	43555	71455	57.45	40.6	17.29	7934	68.52	9006400	106.749	44.4	19.202	13.748	45436.686	0.7	145.183	6.35	28.4	30.9	NA	7.37	81.54	0.922	NA
"80"	"AUT"	"Europe"	"Austria"	"2021-06-30"	650412	59	81	10702	2	2.286	72216.646	6.551	8.994	1188.266	0.222	0.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9006400	106.749	44.4	19.202	13.748	45436.686	0.7	145.183	6.35	28.4	30.9	NA	7.37	81.54	0.922	NA
"81"	"AZE"	"Asia"	"Azerbaijan"	"2021-01-31"	230219	153	177.714	3132	6	7.143	22705.891	15.09	17.527	308.901	0.592	0.704	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	3250	NA	NA	NA	321	79.63	10139175	119.309	32.4	6.018	3.871	15847.419	NA	559.812	7.11	0.3	42.5	83.241	4.7	73	0.756	19.43
"82"	"AZE"	"Asia"	"Azerbaijan"	"2021-02-28"	234537	270	201.143	3220	2	3.143	23131.764	26.629	19.838	317.58	0.197	0.31	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	9929	NA	NA	NA	979	67.59	10139175	119.309	32.4	6.018	3.871	15847.419	NA	559.812	7.11	0.3	42.5	83.241	4.7	73	0.756	31.16
"83"	"AZE"	"Asia"	"Azerbaijan"	"2021-03-31"	261713	2237	1745.857	3567	29	23.286	25812.061	220.629	172.189	351.804	2.86	2.297	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	42505	NA	NA	NA	4192	67.59	10139175	119.309	32.4	6.018	3.871	15847.419	NA	559.812	7.11	0.3	42.5	83.241	4.7	73	0.756	NA
"84"	"AZE"	"Asia"	"Azerbaijan"	"2021-04-30"	319109	1196	1331.429	4517	27	30	31472.876	117.958	131.315	445.5	2.663	2.959	0.73	NA	NA	NA	NA	NA	NA	NA	NA	11756	3229867	318.553	1.159	NA	NA	NA	NA	"tests performed"	1488218	966132	522086	16639	13118	14.68	9.53	5.15	1294	73.15	10139175	119.309	32.4	6.018	3.871	15847.419	NA	559.812	7.11	0.3	42.5	83.241	4.7	73	0.756	NA
"85"	"AZE"	"Asia"	"Azerbaijan"	"2021-05-31"	333956	92	192.286	4913	6	6.571	32937.197	9.074	18.965	484.556	0.592	0.648	0.55	NA	NA	NA	NA	NA	NA	NA	NA	5535	3509174	346.101	0.546	7990	0.788	0.024	41.6	"tests performed"	2253216	1352958	900258	407	38019	22.22	13.34	8.88	3750	69.44	10139175	119.309	32.4	6.018	3.871	15847.419	NA	559.812	7.11	0.3	42.5	83.241	4.7	73	0.756	NA
"86"	"AZE"	"Asia"	"Azerbaijan"	"2021-06-30"	336047	86	60.286	4974	1	1.286	33143.426	8.482	5.946	490.572	0.099	0.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3511219	2214990	1296229	88978	61554	34.63	21.85	12.78	6071	NA	10139175	119.309	32.4	6.018	3.871	15847.419	NA	559.812	7.11	0.3	42.5	83.241	4.7	73	0.756	NA
"87"	"BHS"	"North America"	"Bahamas"	"2021-01-31"	8174	0	10.429	176	0	0.143	20785.865	0	26.519	447.555	0	0.363	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.98	393248	39.497	34.3	8.996	5.2	27717.847	NA	235.954	13.17	3.1	20.4	NA	2.9	73.92	0.814	NA
"88"	"BHS"	"North America"	"Bahamas"	"2021-02-28"	8519	0	16.571	179	0	0	21663.174	0	42.14	455.183	0	0	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.98	393248	39.497	34.3	8.996	5.2	27717.847	NA	235.954	13.17	3.1	20.4	NA	2.9	73.92	0.814	NA
"89"	"BHS"	"North America"	"Bahamas"	"2021-03-31"	9119	0	26.286	188	0	0	23188.929	0	66.843	478.07	0	0	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	578	NA	NA	NA	1470	68.06	393248	39.497	34.3	8.996	5.2	27717.847	NA	235.954	13.17	3.1	20.4	NA	2.9	73.92	0.814	NA
"90"	"BHS"	"North America"	"Bahamas"	"2021-04-30"	10453	104	68.143	199	1	0.429	26581.19	264.464	173.282	506.042	2.543	1.09	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	677	NA	NA	NA	1722	59.72	393248	39.497	34.3	8.996	5.2	27717.847	NA	235.954	13.17	3.1	20.4	NA	2.9	73.92	0.814	NA
"91"	"BHS"	"North America"	"Bahamas"	"2021-05-31"	11796	51	42.429	230	1	0.714	29996.338	129.689	107.893	584.873	2.543	1.816	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	720	NA	NA	NA	1831	64.35	393248	39.497	34.3	8.996	5.2	27717.847	NA	235.954	13.17	3.1	20.4	NA	2.9	73.92	0.814	NA
"92"	"BHS"	"North America"	"Bahamas"	"2021-06-30"	12586	0	25.571	246	0	0.286	32005.249	0	65.026	625.559	0	0.727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	393248	39.497	34.3	8.996	5.2	27717.847	NA	235.954	13.17	3.1	20.4	NA	2.9	73.92	0.814	NA
"93"	"BHR"	"Asia"	"Bahrain"	"2021-01-31"	103057	431	462.857	375	3	1.143	60565.368	253.294	272.016	220.383	1.763	0.672	1.24	NA	NA	NA	NA	NA	NA	NA	NA	14046	2701085	1587.395	8.255	12123	7.125	0.038	26.2	"units unclear"	NA	171568	NA	NA	7712	NA	10.08	NA	4532	58.33	1701583	1935.907	32.4	2.372	1.387	43290.705	NA	151.689	16.52	5.8	37.6	NA	2	77.29	0.852	NA
"94"	"BHR"	"Asia"	"Bahrain"	"2021-02-28"	122394	616	655	449	5	3.714	71929.492	362.016	384.936	263.872	2.938	2.183	0.99	NA	NA	NA	NA	NA	NA	NA	NA	13147	3077307	1808.497	7.726	13794	8.107	0.047	21.1	"units unclear"	NA	298171	NA	NA	7712	NA	17.52	NA	4532	55.56	1701583	1935.907	32.4	2.372	1.387	43290.705	NA	151.689	16.52	5.8	37.6	NA	2	77.29	0.852	NA
"95"	"BHR"	"Asia"	"Bahrain"	"2021-03-31"	144445	871	880.286	521	4	2	84888.601	511.876	517.333	306.185	2.351	1.175	1.13	NA	NA	NA	NA	NA	NA	NA	NA	16243	3563881	2094.45	9.546	16562	9.733	0.053	18.8	"units unclear"	766317	510877	255440	10768	10234	45.04	30.02	15.01	6014	56.48	1701583	1935.907	32.4	2.372	1.387	43290.705	NA	151.689	16.52	5.8	37.6	NA	2	77.29	0.852	NA
"96"	"BHR"	"Asia"	"Bahrain"	"2021-04-30"	176934	1182	1097.143	646	7	4.143	103981.998	694.647	644.778	379.646	4.114	2.435	1.09	NA	NA	NA	NA	NA	NA	NA	NA	19055	4079066	2397.218	11.198	15901	9.345	0.069	14.5	"units unclear"	1235170	693423	541747	10995	11195	72.59	40.75	31.84	6579	53.7	1701583	1935.907	32.4	2.372	1.387	43290.705	NA	151.689	16.52	5.8	37.6	NA	2	77.29	0.852	NA
"97"	"BHR"	"Asia"	"Bahrain"	"2021-05-31"	240531	2375	2812	980	27	18.857	141357.195	1395.759	1652.579	575.934	15.868	11.082	0.94	NA	NA	NA	NA	NA	NA	NA	NA	18511	4626181	2718.751	10.879	19522	11.473	0.144	6.9	"units unclear"	1732728	941674	791054	25824	18721	101.83	55.34	46.49	11002	62.96	1701583	1935.907	32.4	2.372	1.387	43290.705	NA	151.689	16.52	5.8	37.6	NA	2	77.29	0.852	NA
"98"	"BHR"	"Asia"	"Bahrain"	"2021-06-30"	265827	184	245.714	1352	1	3.143	156223.352	108.135	144.403	794.554	0.588	1.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	2122296	1057888	987140	5799	20496	124.72	62.17	58.01	12045	NA	1701583	1935.907	32.4	2.372	1.387	43290.705	NA	151.689	16.52	5.8	37.6	NA	2	77.29	0.852	NA
"99"	"BGD"	"Asia"	"Bangladesh"	"2021-01-31"	535139	369	477.143	8127	16	14.857	3249.384	2.241	2.897	49.347	0.097	0.09	0.81	NA	NA	NA	NA	NA	NA	NA	NA	12225	3649062	22.157	0.074	13738	0.083	0.035	28.8	"tests performed"	NA	NA	NA	NA	1949	NA	NA	NA	12	81.02	164689383	1265.036	27.5	5.098	3.262	3523.984	14.8	298.003	8.38	1	44.7	34.808	0.8	72.59	0.632	NA
"100"	"BGD"	"Asia"	"Bangladesh"	"2021-02-28"	546216	385	409.286	8408	8	8.429	3316.644	2.338	2.485	51.054	0.049	0.051	1.18	NA	NA	NA	NA	NA	NA	NA	NA	13411	4041098	24.538	0.081	13765	0.084	0.03	33.6	"tests performed"	3110525	3110525	NA	125752	130715	1.89	1.89	NA	794	81.02	164689383	1265.036	27.5	5.098	3.262	3523.984	14.8	298.003	8.38	1	44.7	34.808	0.8	72.59	0.632	NA
"101"	"BGD"	"Asia"	"Bangladesh"	"2021-03-31"	611295	5358	4355.286	9046	52	40.429	3711.806	32.534	26.445	54.928	0.316	0.245	1.54	NA	NA	NA	NA	NA	NA	NA	NA	26931	4670142	28.357	0.164	26484	0.161	0.164	6.1	"tests performed"	5370431	5370431	NA	NA	43055	3.26	3.26	NA	261	83.33	164689383	1265.036	27.5	5.098	3.262	3523.984	14.8	298.003	8.38	1	44.7	34.808	0.8	72.59	0.632	NA
"102"	"BGD"	"Asia"	"Bangladesh"	"2021-04-30"	759132	2177	2775.571	11450	57	83	4609.477	13.219	16.853	69.525	0.346	0.504	0.63	NA	NA	NA	NA	NA	NA	NA	NA	21046	5465301	33.186	0.128	23247	0.141	0.119	8.4	"tests performed"	NA	NA	NA	NA	116924	NA	NA	NA	710	83.33	164689383	1265.036	27.5	5.098	3.262	3523.984	14.8	298.003	8.38	1	44.7	34.808	0.8	72.59	0.632	NA
"103"	"BGD"	"Asia"	"Bangladesh"	"2021-05-31"	800540	1710	1431.286	12619	36	31.143	4860.908	10.383	8.691	76.623	0.219	0.189	1.15	NA	NA	NA	NA	NA	NA	NA	NA	18178	5937629	36.054	0.11	15677	0.095	0.091	11	"tests performed"	9991671	5823245	4168426	12256	17658	6.07	3.54	2.53	107	72.22	164689383	1265.036	27.5	5.098	3.262	3523.984	14.8	298.003	8.38	1	44.7	34.808	0.8	72.59	0.632	NA
"104"	"BGD"	"Asia"	"Bangladesh"	"2021-06-30"	913258	8822	6625.857	14503	115	102.286	5545.336	53.568	40.232	88.063	0.698	0.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	10102139	5823245	4278894	996	1672	6.13	3.54	2.6	10	NA	164689383	1265.036	27.5	5.098	3.262	3523.984	14.8	298.003	8.38	1	44.7	34.808	0.8	72.59	0.632	NA
"105"	"BRB"	"North America"	"Barbados"	"2021-01-31"	1545	22	22.571	14	2	0.714	5376.325	76.556	78.545	48.718	6.96	2.486	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.67	287371	664.463	39.8	14.952	9.473	16978.068	NA	170.05	13.57	1.9	14.5	88.469	5.8	79.19	0.814	NA
"106"	"BRB"	"North America"	"Barbados"	"2021-02-28"	3068	30	42.286	33	0	0.286	10676.095	104.395	147.147	114.834	0	0.994	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	38615	38615	NA	1866	3153	13.44	13.44	NA	10972	74.07	287371	664.463	39.8	14.952	9.473	16978.068	NA	170.05	13.57	1.9	14.5	88.469	5.8	79.19	0.814	NA
"107"	"BRB"	"North America"	"Barbados"	"2021-03-31"	3652	10	10	42	0	0.286	12708.311	34.798	34.798	146.153	0	0.994	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	63728	63728	NA	13	135	22.18	22.18	NA	470	66.67	287371	664.463	39.8	14.952	9.473	16978.068	NA	170.05	13.57	1.9	14.5	88.469	5.8	79.19	0.814	NA
"108"	"BRB"	"North America"	"Barbados"	"2021-04-30"	3855	17	5	44	0	0	13414.715	59.157	17.399	153.112	0	0	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	74218	74218	NA	178	334	25.83	25.83	NA	1162	72.22	287371	664.463	39.8	14.952	9.473	16978.068	NA	170.05	13.57	1.9	14.5	88.469	5.8	79.19	0.814	NA
"109"	"BRB"	"North America"	"Barbados"	"2021-05-31"	4017	0	3.143	47	0	0	13978.446	0	10.937	163.552	0	0	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	139354	78633	60721	556	1051	48.49	27.36	21.13	3657	66.67	287371	664.463	39.8	14.952	9.473	16978.068	NA	170.05	13.57	1.9	14.5	88.469	5.8	79.19	0.814	NA
"110"	"BRB"	"North America"	"Barbados"	"2021-06-30"	4081	2	4.143	47	0	0	14201.155	6.96	14.416	163.552	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	287371	664.463	39.8	14.952	9.473	16978.068	NA	170.05	13.57	1.9	14.5	88.469	5.8	79.19	0.814	NA
"111"	"BLR"	"Europe"	"Belarus"	"2021-01-31"	248336	1766	1532.143	1718	10	9.857	26280.83	186.892	162.143	181.812	1.058	1.043	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14408	1.525	0.106	9.4	"tests performed"	NA	NA	NA	NA	403	NA	NA	NA	43	42.59	9449321	46.858	40.3	14.799	9.788	17167.967	NA	443.129	5.18	10.5	46.1	NA	11	74.79	0.823	NA
"112"	"BLR"	"Europe"	"Belarus"	"2021-02-28"	287306	1347	1284.857	1976	10	9.143	30404.936	142.55	135.973	209.116	1.058	0.968	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15540	1.645	0.083	12.1	"tests performed"	NA	NA	NA	NA	455	NA	NA	NA	48	42.59	9449321	46.858	40.3	14.799	9.788	17167.967	NA	443.129	5.18	10.5	46.1	NA	11	74.79	0.823	NA
"113"	"BLR"	"Europe"	"Belarus"	"2021-03-31"	321807	1213	1136.429	2247	10	9	34056.098	128.369	120.266	237.795	1.058	0.952	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16041	1.698	0.071	14.1	"tests performed"	NA	NA	NA	NA	3355	NA	NA	NA	355	42.59	9449321	46.858	40.3	14.799	9.788	17167.967	NA	443.129	5.18	10.5	46.1	NA	11	74.79	0.823	NA
"114"	"BLR"	"Europe"	"Belarus"	"2021-04-30"	358738	1505	1216.714	2542	10	9.857	37964.421	159.271	128.762	269.014	1.058	1.043	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15851	1.677	0.077	13	"tests performed"	NA	NA	NA	NA	8679	NA	NA	NA	918	42.59	9449321	46.858	40.3	14.799	9.788	17167.967	NA	443.129	5.18	10.5	46.1	NA	11	74.79	0.823	NA
"115"	"BLR"	"Europe"	"Belarus"	"2021-05-31"	394439	632	1065.857	2851	10	10.143	41742.576	66.883	112.797	301.715	1.058	1.073	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	6335432	670.464	NA	16221	1.717	0.066	15.2	"tests performed"	NA	NA	NA	NA	13134	NA	NA	NA	1390	NA	9449321	46.858	40.3	14.799	9.788	17167.967	NA	443.129	5.18	10.5	46.1	NA	11	74.79	0.823	NA
"116"	"BLR"	"Europe"	"Belarus"	"2021-06-30"	417189	914	690.857	3143	11	10.143	44150.156	96.727	73.112	332.616	1.164	1.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9449321	46.858	40.3	14.799	9.788	17167.967	NA	443.129	5.18	10.5	46.1	NA	11	74.79	0.823	NA
"117"	"BEL"	"Europe"	"Belgium"	"2021-01-31"	710153	2316	2355.286	21092	26	44.714	61274.938	199.834	203.224	1819.905	2.243	3.858	1.05	315	27.18	1788	154.276	NA	NA	841.88	72.641	22280	8293596	715.606	1.922	50514	4.359	0.055	18.2	"tests performed"	339989	313948	26554	920	13021	2.93	2.71	0.23	1124	62.96	11589616	375.564	41.8	18.571	12.849	42658.576	0.2	114.898	4.29	25.1	31.4	NA	5.64	81.63	0.931	0.81
"118"	"BEL"	"Europe"	"Belgium"	"2021-02-28"	771511	2097	2434	22077	25	24.857	66569.16	180.938	210.016	1904.895	2.157	2.145	1.06	407	35.118	1896	163.595	NA	NA	1055.116	91.04	16243	9492822	819.08	1.402	41078	3.544	0.066	15.2	"tests performed"	863876	527344	337488	847	17828	7.45	4.55	2.91	1538	62.96	11589616	375.564	41.8	18.571	12.849	42658.576	0.2	114.898	4.29	25.1	31.4	NA	5.64	81.63	0.931	-13.86
