"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"549"	"IDN"	"Asia"	"Indonesia"	"2021-03-31"	1511712	5937	5037.143	40858	104	125	5526.806	21.706	18.416	149.376	0.38	0.457	0.97	NA	NA	NA	NA	NA	NA	NA	NA	45714	8490864	31.043	0.167	44906	0.164	0.112	8.9	"people tested"	11674871	8010163	3664708	NA	305232	4.27	2.93	1.34	1116	68.98	273523621	145.725	29.3	5.319	3.053	11188.744	5.7	342.864	6.32	2.8	76.1	64.204	1.04	71.72	0.718	NA
"550"	"IDN"	"Asia"	"Indonesia"	"2021-04-30"	1668368	5500	5160	45521	187	167.857	6099.539	20.108	18.865	166.424	0.684	0.614	0.98	NA	NA	NA	NA	NA	NA	NA	NA	51664	9821421	35.907	0.189	44536	0.163	0.116	8.6	"people tested"	20068537	12422253	7646284	178339	249423	7.34	4.54	2.8	912	68.98	273523621	145.725	29.3	5.319	3.053	11188.744	5.7	342.864	6.32	2.8	76.1	64.204	1.04	71.72	0.718	NA
"551"	"IDN"	"Asia"	"Indonesia"	"2021-05-31"	1821703	5662	5796.571	50578	174	160.429	6660.13	20.7	21.192	184.913	0.636	0.587	1.09	NA	NA	NA	NA	NA	NA	NA	NA	53491	11251308	41.135	0.196	61588	0.225	0.094	10.6	"people tested"	27045507	16413672	10631835	156318	317041	9.89	6	3.89	1159	68.98	273523621	145.725	29.3	5.319	3.053	11188.744	5.7	342.864	6.32	2.8	76.1	64.204	1.04	71.72	0.718	NA
"552"	"IDN"	"Asia"	"Indonesia"	"2021-06-30"	2178272	21807	20693	58491	467	413.857	7963.744	79.726	75.653	213.843	1.707	1.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	42744641	29279142	13465499	704140	820821	15.63	10.7	4.92	3001	NA	273523621	145.725	29.3	5.319	3.053	11188.744	5.7	342.864	6.32	2.8	76.1	64.204	1.04	71.72	0.718	NA
"553"	"OWID_INT"	""	"International"	"2021-01-31"	721	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"554"	"OWID_INT"	""	"International"	"2021-02-28"	721	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"555"	"OWID_INT"	""	"International"	"2021-03-31"	721	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"556"	"OWID_INT"	""	"International"	"2021-04-30"	721	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"557"	"OWID_INT"	""	"International"	"2021-05-31"	721	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"558"	"OWID_INT"	""	"International"	"2021-06-30"	722	0	0	15	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"559"	"IRN"	"Asia"	"Iran"	"2021-01-31"	1417999	6268	6431.714	57959	70	82.286	16882.357	74.625	76.574	690.046	0.833	0.98	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	9285288	110.548	NA	54314	0.647	0.118	8.4	"tests performed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.09	83992953	49.831	32.4	5.44	3.182	19082.62	0.2	270.308	9.59	0.8	21.1	NA	1.5	76.68	0.783	NA
"560"	"IRN"	"Asia"	"Iran"	"2021-02-28"	1631169	8010	8165.286	60073	93	84.286	19420.308	95.365	97.214	715.215	1.107	1.003	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58408	0.695	0.14	7.2	"tests performed"	NA	NA	NA	NA	3806	NA	NA	NA	45	80.09	83992953	49.831	32.4	5.44	3.182	19082.62	0.2	270.308	9.59	0.8	21.1	NA	1.5	76.68	0.783	NA
"561"	"IRN"	"Asia"	"Iran"	"2021-03-31"	1885564	10330	8892.429	62665	96	88.571	22449.074	122.987	105.871	746.074	1.143	1.055	1.21	NA	NA	NA	NA	NA	NA	NA	NA	70450	12821847	152.654	0.839	66321	0.79	0.134	7.5	"tests performed"	NA	NA	NA	NA	15016	NA	NA	NA	179	81.48	83992953	49.831	32.4	5.44	3.182	19082.62	0.2	270.308	9.59	0.8	21.1	NA	1.5	76.68	0.783	NA
"562"	"IRN"	"Asia"	"Iran"	"2021-04-30"	2499077	19272	20038.286	71758	407	430.286	29753.413	229.448	238.571	854.334	4.846	5.123	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123135	1.466	0.163	6.1	"tests performed"	1068123	858296	209827	65532	50809	1.27	1.02	0.25	605	81.48	83992953	49.831	32.4	5.44	3.182	19082.62	0.2	270.308	9.59	0.8	21.1	NA	1.5	76.68	0.783	NA
"563"	"IRN"	"Asia"	"Iran"	"2021-05-31"	2913136	11042	9944.714	80156	217	186.857	34683.1	131.463	118.399	954.318	2.584	2.225	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	19936548	237.36	NA	126004	1.5	0.079	12.7	"tests performed"	NA	NA	NA	NA	94138	NA	NA	NA	1121	76.39	83992953	49.831	32.4	5.44	3.182	19082.62	0.2	270.308	9.59	0.8	21.1	NA	1.5	76.68	0.783	NA
"564"	"IRN"	"Asia"	"Iran"	"2021-06-30"	3204557	11748	10880.286	84264	137	133.571	38152.689	139.869	129.538	1003.227	1.631	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83992953	49.831	32.4	5.44	3.182	19082.62	0.2	270.308	9.59	0.8	21.1	NA	1.5	76.68	0.783	NA
"565"	"IRQ"	"Asia"	"Iraq"	"2021-01-31"	619636	714	839	13047	6	7.714	15405.207	17.751	20.859	324.371	0.149	0.192	1.16	NA	NA	NA	NA	NA	NA	NA	NA	35905	5622543	139.786	0.893	39965	0.994	0.021	47.6	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.44	40222503	88.125	20	3.186	1.957	15663.986	2.5	218.612	8.83	NA	NA	94.576	1.4	70.6	0.674	NA
"566"	"IRQ"	"Asia"	"Iraq"	"2021-02-28"	695489	3248	3936	13406	23	19.143	17291.042	80.751	97.856	333.296	0.572	0.476	1.17	NA	NA	NA	NA	NA	NA	NA	NA	35525	6846243	170.209	0.883	41615	1.035	0.095	10.6	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.26	40222503	88.125	20	3.186	1.957	15663.986	2.5	218.612	8.83	NA	NA	94.576	1.4	70.6	0.674	NA
"567"	"IRQ"	"Asia"	"Iraq"	"2021-03-31"	850924	6664	5976	14323	37	32.571	21155.421	165.678	148.574	356.094	0.92	0.81	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40382	1.004	0.148	6.8	"samples tested"	NA	NA	NA	NA	3839	NA	NA	NA	95	73.15	40222503	88.125	20	3.186	1.957	15663.986	2.5	218.612	8.83	NA	NA	94.576	1.4	70.6	0.674	NA
"568"	"IRQ"	"Asia"	"Iraq"	"2021-04-30"	1065199	6405	6696.857	15465	32	41.571	26482.663	159.239	166.495	384.486	0.796	1.034	0.88	NA	NA	NA	NA	NA	NA	NA	NA	46049	9338101	232.161	1.145	43275	1.076	0.155	6.5	"samples tested"	NA	NA	NA	NA	8610	NA	NA	NA	214	77.31	40222503	88.125	20	3.186	1.957	15663.986	2.5	218.612	8.83	NA	NA	94.576	1.4	70.6	0.674	NA
"569"	"IRQ"	"Asia"	"Iraq"	"2021-05-31"	1201352	4270	4187.143	16375	24	23	29867.659	106.159	104.1	407.11	0.597	0.572	0.98	NA	NA	NA	NA	NA	NA	NA	NA	39380	10442991	259.631	0.979	40283	1.002	0.104	9.6	"samples tested"	NA	NA	NA	NA	6925	NA	NA	NA	172	77.31	40222503	88.125	20	3.186	1.957	15663.986	2.5	218.612	8.83	NA	NA	94.576	1.4	70.6	0.674	NA
"570"	"IRQ"	"Asia"	"Iraq"	"2021-06-30"	1345904	7300	5843.429	17186	30	31.143	33461.468	181.49	145.278	427.273	0.746	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40222503	88.125	20	3.186	1.957	15663.986	2.5	218.612	8.83	NA	NA	94.576	1.4	70.6	0.674	NA
"571"	"IRL"	"Europe"	"Ireland"	"2021-01-31"	196547	1244	1284.714	3307	15	48.143	39804.601	251.934	260.18	669.732	3.038	9.75	0.65	211	42.732	1515	306.817	66.64	13.496	610.705	123.68	17649	3080541	623.87	3.574	19558	3.961	0.066	15.2	"tests performed"	199800	150500	49300	NA	8114	4.05	3.05	1	1643	87.96	4937796	69.874	38.7	13.928	8.678	67335.293	0.2	126.459	3.28	23	25.7	NA	2.96	82.3	0.955	22.28
"572"	"IRL"	"Europe"	"Ireland"	"2021-02-28"	219592	612	647.857	4319	6	26.143	44471.663	123.942	131.204	874.682	1.215	5.294	0.84	134	27.138	554	112.196	31.828	6.446	203.9	41.294	13102	3536698	716.25	2.653	15862	3.212	0.041	24.5	"tests performed"	439782	297899	141883	3887	12259	8.91	6.03	2.87	2483	87.96	4937796	69.874	38.7	13.928	8.678	67335.293	0.2	126.459	3.28	23	25.7	NA	2.96	82.3	0.955	17.07
"573"	"IRL"	"Europe"	"Ireland"	"2021-03-31"	235854	410	527.143	4687	6	8.429	47765.035	83.033	106.757	949.209	1.215	1.707	0.95	64	12.961	297	60.148	NA	NA	NA	NA	21152	4006134	811.32	4.284	18120	3.67	0.029	34.4	"tests performed"	865460	619003	246457	24899	18969	17.53	12.54	4.99	3842	84.26	4937796	69.874	38.7	13.928	8.678	67335.293	0.2	126.459	3.28	23	25.7	NA	2.96	82.3	0.955	-5.74
"574"	"IRL"	"Europe"	"Ireland"	"2021-04-30"	248870	544	446.714	4903	4	5.143	50401.029	110.171	90.468	992.953	0.81	1.042	1.04	44	8.911	139	28.15	NA	NA	NA	NA	22296	4494860	910.297	4.515	17774	3.6	0.025	39.8	"tests performed"	1572779	1130958	441821	NA	30408	31.85	22.9	8.95	6158	80.56	4937796	69.874	38.7	13.928	8.678	67335.293	0.2	126.459	3.28	23	25.7	NA	2.96	82.3	0.955	NA
"575"	"IRL"	"Europe"	"Ireland"	"2021-05-31"	262043	370	412	4941	0	0	53068.819	74.932	83.438	1000.649	0	0	0.97	35	7.088	98	19.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	14851	NA	NA	NA	3008	59.26	4937796	69.874	38.7	13.928	8.678	67335.293	0.2	126.459	3.28	23	25.7	NA	2.96	82.3	0.955	NA
"576"	"IRL"	"Europe"	"Ireland"	"2021-06-30"	271908	-23	302.143	4998	9	1.286	55066.673	-4.658	61.19	1012.192	1.823	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4937796	69.874	38.7	13.928	8.678	67335.293	0.2	126.459	3.28	23	25.7	NA	2.96	82.3	0.955	NA
"577"	"IMN"	"Europe"	"Isle of Man"	"2021-01-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	508	NA	NA	NA	5974	NA	85032	147.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4	NA	NA
"578"	"IMN"	"Europe"	"Isle of Man"	"2021-02-28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	21452	14123	7329	621	566	25.23	16.61	8.62	6656	NA	85032	147.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4	NA	NA
"579"	"IMN"	"Europe"	"Isle of Man"	"2021-03-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	50426	35115	15311	639	1112	59.3	41.3	18.01	13077	NA	85032	147.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4	NA	NA
"580"	"IMN"	"Europe"	"Isle of Man"	"2021-04-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	597	NA	NA	NA	7021	NA	85032	147.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4	NA	NA
"581"	"IMN"	"Europe"	"Isle of Man"	"2021-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	823	NA	NA	NA	9679	NA	85032	147.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4	NA	NA
"582"	"IMN"	"Europe"	"Isle of Man"	"2021-06-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	106071	63241	42830	1072	1075	124.74	74.37	50.37	12642	NA	85032	147.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4	NA	NA
"583"	"ISR"	"Asia"	"Israel"	"2021-01-31"	643435	4646	6576	4796	58	53.857	74337.93	536.766	759.745	554.096	6.701	6.222	0.97	396	45.751	2103	242.966	1014	117.15	1615	186.586	55061	11180721	1291.741	6.361	70884	8.189	0.093	10.8	"tests performed"	4952069	3102623	1849446	132514	163878	57.21	35.85	21.37	18933	87.04	8655541	402.606	30.6	11.733	7.359	33132.32	0.5	93.32	6.74	15.4	35.4	NA	2.99	82.97	0.919	23.43
"584"	"ISR"	"Asia"	"Israel"	"2021-02-28"	775807	2472	3680.571	5752	20	25	89631.255	285.597	425.227	664.545	2.311	2.888	0.91	283	32.696	1455	168.1	641	74.057	1161	134.134	54626	12999061	1501.82	6.311	62303	7.198	0.059	16.9	"tests performed"	8114548	4717817	3396731	95872	106475	93.75	54.51	39.24	12301	62.96	8655541	402.606	30.6	11.733	7.359	33132.32	0.5	93.32	6.74	15.4	35.4	NA	2.99	82.97	0.919	2.19
"585"	"ISR"	"Asia"	"Israel"	"2021-03-31"	833105	466	439.571	6209	16	7.857	96251.06	53.838	50.785	717.344	1.849	0.908	0.48	221	25.533	602	69.551	NA	NA	NA	NA	39679	14985057	1731.268	4.584	38460	4.443	0.011	87.5	"tests performed"	10042895	5247397	4795498	27197	24098	116.03	60.62	55.4	2784	60.19	8655541	402.606	30.6	11.733	7.359	33132.32	0.5	93.32	6.74	15.4	35.4	NA	2.99	82.97	0.919	NA
"586"	"ISR"	"Asia"	"Israel"	"2021-04-30"	838481	74	84.143	6363	1	2.429	96872.165	8.549	9.721	735.136	0.116	0.281	0.59	65	7.51	174	20.103	NA	NA	NA	NA	36327	16138258	1864.5	4.197	31699	3.662	0.003	376.7	"tests performed"	10450784	5400593	5050191	4729	9236	120.74	62.39	58.35	1067	52.78	8655541	402.606	30.6	11.733	7.359	33132.32	0.5	93.32	6.74	15.4	35.4	NA	2.99	82.97	0.919	NA
"587"	"ISR"	"Asia"	"Israel"	"2021-05-31"	839475	17	15.429	6412	1	0.857	96987.005	1.964	1.783	740.797	0.116	0.099	0.74	32	3.697	81	9.358	NA	NA	NA	NA	29553	16948790	1958.143	3.414	26513	3.063	0.001	1718.4	"tests performed"	10585650	5451911	5133739	3467	3024	122.3	62.99	59.31	349	52.78	8655541	402.606	30.6	11.733	7.359	33132.32	0.5	93.32	6.74	15.4	35.4	NA	2.99	82.97	0.919	NA
"588"	"ISR"	"Asia"	"Israel"	"2021-06-30"	841777	291	221.714	6429	0	0.143	97252.962	33.62	25.615	742.761	0	0.017	NA	17	1.964	50	5.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	10754994	5587320	5167674	5848	11896	124.26	64.55	59.7	1374	NA	8655541	402.606	30.6	11.733	7.359	33132.32	0.5	93.32	6.74	15.4	35.4	NA	2.99	82.97	0.919	NA
"589"	"ITA"	"Europe"	"Italy"	"2021-01-31"	2553032	11249	12317	88516	237	436.429	42225.518	186.051	203.715	1463.998	3.92	7.218	0.94	2215	36.635	22311	369.01	NA	NA	6833.719	113.025	213364	32666726	540.287	3.529	247527	4.094	0.05	20.1	"tests performed"	2022175	1381760	640415	59522	80117	3.34	2.29	1.06	1325	78.7	60461828	205.859	47.9	23.021	16.24	35220.084	2	113.151	4.78	19.8	27.8	NA	3.18	83.51	0.892	6.74
"590"	"ITA"	"Europe"	"Italy"	"2021-02-28"	2925265	17440	16574.143	97699	192	283	48382.014	288.446	274.126	1615.879	3.176	4.681	1.21	2231	36.899	20869	345.16	NA	NA	8882.517	146.911	257024	40132887	663.772	4.251	296278	4.9	0.056	17.9	"tests performed"	4396846	2973202	1423644	78320	115027	7.27	4.92	2.35	1902	82.41	60461828	205.859	47.9	23.021	16.24	35220.084	2	113.151	4.78	19.8	27.8	NA	3.18	83.51	0.892	0.81
"591"	"ITA"	"Europe"	"Italy"	"2021-03-31"	3584899	23887	20576.714	109346	467	429.571	59291.939	395.076	340.326	1808.513	7.724	7.105	0.95	3710	61.361	32890	543.98	NA	NA	NA	NA	351065	49902497	825.355	5.806	306206	5.064	0.067	14.9	"tests performed"	10437049	7195832	3241232	305344	251590	17.26	11.9	5.36	4161	84.26	60461828	205.859	47.9	23.021	16.24	35220.084	2	113.151	4.78	19.8	27.8	NA	3.18	83.51	0.892	NA
"592"	"ITA"	"Europe"	"Italy"	"2021-04-30"	4022653	13445	12421.429	120807	263	301.143	66532.11	222.372	205.442	1998.071	4.35	4.981	0.88	2583	42.721	21523	355.977	NA	NA	NA	NA	338771	58579752	968.872	5.603	287714	4.759	0.043	23.2	"tests performed"	20169000	14234362	5999894	527242	405270	33.36	23.54	9.92	6703	77.78	60461828	205.859	47.9	23.021	16.24	35220.084	2	113.151	4.78	19.8	27.8	NA	3.18	83.51	0.892	NA
"593"	"ITA"	"Europe"	"Italy"	"2021-05-31"	4217821	1818	3307	126128	82	113.286	69760.064	30.069	54.696	2086.077	1.356	1.874	0.68	1033	17.085	7515	124.293	NA	NA	NA	NA	86977	66172255	1094.447	1.439	215184	3.559	0.015	65.1	"tests performed"	35200470	23679855	12175526	478137	511998	58.22	39.16	20.14	8468	71.3	60461828	205.859	47.9	23.021	16.24	35220.084	2	113.151	4.78	19.8	27.8	NA	3.18	83.51	0.892	NA
"594"	"ITA"	"Europe"	"Italy"	"2021-06-30"	4259909	776	639.286	127566	24	30.571	70456.173	12.835	10.573	2109.86	0.397	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	51564195	34065747	18730251	529854	539025	85.28	56.34	30.98	8915	NA	60461828	205.859	47.9	23.021	16.24	35220.084	2	113.151	4.78	19.8	27.8	NA	3.18	83.51	0.892	NA
"595"	"JAM"	"North America"	"Jamaica"	"2021-01-31"	15653	126	110.571	350	2	2	5286.102	42.551	37.341	118.197	0.675	0.675	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1033	0.349	0.107	9.3	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.3	2961161	266.879	31.4	9.684	6.39	8193.571	NA	206.537	11.28	5.3	28.6	66.425	1.7	74.47	0.734	NA
"596"	"JAM"	"North America"	"Jamaica"	"2021-02-28"	23263	446	268.714	422	5	3.714	7856.04	150.617	90.746	142.512	1.689	1.254	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2338	0.79	0.115	8.7	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.07	2961161	266.879	31.4	9.684	6.39	8193.571	NA	206.537	11.28	5.3	28.6	66.425	1.7	74.47	0.734	NA
"597"	"JAM"	"North America"	"Jamaica"	"2021-03-31"	39237	389	366.714	596	9	7.286	13250.546	131.367	123.841	201.272	3.039	2.46	0.84	NA	NA	NA	NA	NA	NA	NA	NA	1193	283592	95.771	0.403	1939	0.655	0.189	5.3	"samples tested"	NA	NA	NA	NA	1358	NA	NA	NA	459	71.3	2961161	266.879	31.4	9.684	6.39	8193.571	NA	206.537	11.28	5.3	28.6	66.425	1.7	74.47	0.734	NA
"598"	"JAM"	"North America"	"Jamaica"	"2021-04-30"	45578	164	133.714	778	8	3.714	15391.936	55.384	45.156	262.735	2.702	1.254	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1372	0.463	0.097	10.3	"samples tested"	NA	NA	NA	NA	570	NA	NA	NA	192	74.07	2961161	266.879	31.4	9.684	6.39	8193.571	NA	206.537	11.28	5.3	28.6	66.425	1.7	74.47	0.734	NA
"599"	"JAM"	"North America"	"Jamaica"	"2021-05-31"	48557	90	71.857	948	3	3.286	16397.96	30.393	24.267	320.145	1.013	1.11	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1970	0.665	0.036	27.4	"samples tested"	NA	NA	NA	NA	1076	NA	NA	NA	363	76.85	2961161	266.879	31.4	9.684	6.39	8193.571	NA	206.537	11.28	5.3	28.6	66.425	1.7	74.47	0.734	NA
"600"	"JAM"	"North America"	"Jamaica"	"2021-06-30"	50124	44	47	1075	10	4.714	16927.144	14.859	15.872	363.033	3.377	1.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2961161	266.879	31.4	9.684	6.39	8193.571	NA	206.537	11.28	5.3	28.6	66.425	1.7	74.47	0.734	NA
"601"	"JPN"	"Asia"	"Japan"	"2021-01-31"	390166	2667	3466.714	5753	65	90.571	3084.89	21.087	27.41	45.487	0.514	0.716	0.7	NA	NA	NA	NA	NA	NA	NA	NA	17772	6370198	50.367	0.141	63418	0.501	0.055	18.3	"people tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.54	126476458	347.778	48.2	27.049	18.493	39002.223	NA	79.37	5.72	11.2	33.7	NA	13.05	84.63	0.919	4.94
"602"	"JPN"	"Asia"	"Japan"	"2021-02-28"	432090	997	1014.571	7889	30	57.714	3416.367	7.883	8.022	62.375	0.237	0.456	0.86	NA	NA	NA	NA	NA	NA	NA	NA	19775	7734523	61.154	0.156	41896	0.331	0.024	41.3	"people tested"	NA	NA	NA	NA	3009	NA	NA	NA	24	50.93	126476458	347.778	48.2	27.049	18.493	39002.223	NA	79.37	5.72	11.2	33.7	NA	13.05	84.63	0.919	2.35
"603"	"JPN"	"Asia"	"Japan"	"2021-03-31"	474641	2864	2006.571	9155	43	32.286	3752.801	22.645	15.865	72.385	0.34	0.255	1.32	NA	NA	NA	NA	NA	NA	NA	NA	67435	9285719	73.419	0.533	52754	0.417	0.038	26.3	"people tested"	1002739	877159	125580	53008	37366	0.79	0.69	0.1	295	42.59	126476458	347.778	48.2	27.049	18.493	39002.223	NA	79.37	5.72	11.2	33.7	NA	13.05	84.63	0.919	4.93
"604"	"JPN"	"Asia"	"Japan"	"2021-04-30"	593264	4684	4984	10199	39	52.143	4690.707	37.035	39.407	80.64	0.308	0.412	1.12	NA	NA	NA	NA	NA	NA	NA	NA	64494	11219428	88.708	0.51	69086	0.546	0.072	13.9	"people tested"	4054130	3011132	1042998	313400	173624	3.21	2.38	0.82	1373	49.07	126476458	347.778	48.2	27.049	18.493	39002.223	NA	79.37	5.72	11.2	33.7	NA	13.05	84.63	0.919	9.35
"605"	"JPN"	"Asia"	"Japan"	"2021-05-31"	747188	1796	3502.857	13006	80	93.571	5907.724	14.2	27.696	102.833	0.633	0.74	0.73	NA	NA	NA	NA	NA	NA	NA	NA	83703	13716480	108.451	0.662	80446	0.636	0.044	23	"people tested"	15639208	11919336	3719872	859942	655555	12.37	9.42	2.94	5183	49.07	126476458	347.778	48.2	27.049	18.493	39002.223	NA	79.37	5.72	11.2	33.7	NA	13.05	84.63	0.919	NA
"606"	"JPN"	"Asia"	"Japan"	"2021-06-30"	800305	1820	1502.571	14730	41	31.571	6327.699	14.39	11.88	116.464	0.324	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	44910572	29645387	15265185	759250	975681	35.51	23.44	12.07	7714	NA	126476458	347.778	48.2	27.049	18.493	39002.223	NA	79.37	5.72	11.2	33.7	NA	13.05	84.63	0.919	NA
"607"	"JEY"	"Europe"	"Jersey"	"2021-03-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	1089	NA	NA	NA	10774	NA	101073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
